Name	Playlist Genre	Year	Popularity
Blinding Lights	Pop	2019	98.0
Memories	Pop	2019	98.0
Tusa	Pop	2019	98.0
Don't Start Now	Pop	2019	97.0
everything i wanted	Pop	2019	97.0
RITMO (Bad Boys For Life)	Pop	2019	96.0
bad guy	Pop	2019	95.0
HIGHEST IN THE ROOM	Pop	2019	94.0
My Oh My (feat. DaBaby)	Pop	2019	94.0
Ride It	Pop	2019	94.0
Falling	Pop	2018	97.0
Happier	Pop	2018	89.0
Without Me	Pop	2018	88.0
Better Now	Pop	2018	87.0
SICKO MODE	Pop	2018	87.0
Sweet but Psycho	Pop	2018	87.0
Get You The Moon (feat. Snøw)	Pop	2018	86.0
God's Plan	Pop	2018	86.0
High Hopes	Pop	2018	86.0
Candy	Pop	2018	85.0
XO Tour Llif3	Pop	2017	84.0
I Like Me Better	Pop	2017	83.0
Young Dumb & Broke	Pop	2017	83.0
Chanel	Pop	2017	82.0
Wolves	Pop	2017	82.0
Best Friend	Pop	2017	81.0
Dusk Till Dawn - Radio Edit	Pop	2017	81.0
Let Me Go (with Alesso, Florida Georgia Line & watt)	Pop	2017	81.0
Mask Off	Pop	2017	81.0
Scared to Be Lonely	Pop	2017	81.0
goosebumps	Pop	2016	86.0
Closer (feat. Halsey)	Pop	2016	85.0
Congratulations	Pop	2016	84.0
Say You Won't Let Go	Pop	2016	82.0
That's What I Like	Pop	2016	82.0
Devil Eyes	Pop	2016	81.0
Don't Let Me Down	Pop	2016	81.0
Heathens	Pop	2016	81.0
Cake By The Ocean	Pop	2016	80.0
In the Name of Love	Pop	2016	80.0
Dancin (feat. Luvli) - Krono Remix	Pop	2014	84.0
Photograph	Pop	2014	84.0
No Role Modelz	Pop	2014	82.0
Take Me To Church	Pop	2014	80.0
Summer	Pop	2014	79.0
A Sky Full of Stars	Pop	2014	78.0
Blank Space	Pop	2014	78.0
Riptide	Pop	2014	78.0
Rude	Pop	2014	78.0
Say Something	Pop	2014	78.0
Can't Hold Us - feat. Ray Dalton	Pop	2012	83.0
Just Give Me a Reason (feat. Nate Ruess)	Pop	2012	80.0
Titanium (feat. Sia)	Pop	2012	79.0
Hall of Fame	Pop	2012	78.0
Locked Out of Heaven	Pop	2012	78.0
Payphone	Pop	2012	78.0
What Makes You Beautiful	Pop	2012	78.0
Classic	Pop	2012	77.0
They Don't Know About Us	Pop	2012	77.0
I Knew You Were Trouble.	Pop	2012	76.0
Stressed Out	Pop	2015	83.0
Uptown Funk	Pop	2015	82.0
Ride	Pop	2015	81.0
Sorry	Pop	2015	81.0
See You Again (feat. Charlie Puth)	Pop	2015	80.0
Sugar	Pop	2015	80.0
Centuries	Pop	2015	79.0
Like I'm Gonna Lose You (feat. John Legend)	Pop	2015	78.0
What Do You Mean?	Pop	2015	78.0
How Deep Is Your Love	Pop	2015	77.0
All of Me	Pop	2013	85.0
Wake Me Up	Pop	2013	84.0
Sweater Weather	Pop	2013	81.0
Story of My Life	Pop	2013	80.0
Royals	Pop	2013	78.0
Hey Brother	Pop	2013	77.0
Mirrors	Pop	2013	77.0
Roar	Pop	2013	77.0
We Can't Stop	Pop	2013	77.0
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit	Pop	2013	76.0
Mistletoe	Pop	2011	84.0
Pumped Up Kicks	Pop	2011	83.0
A Thousand Years	Pop	2011	79.0
Give Me Everything	Pop	2011	79.0
Someone Like You	Pop	2011	79.0
Tongue Tied	Pop	2011	78.0
Paradise	Pop	2011	77.0
Somebody That I Used To Know	Pop	2011	77.0
Rolling in the Deep	Pop	2011	76.0
Love You Like A Love Song	Pop	2011	75.0
Hey, Soul Sister	Pop	2010	82.0
Just the Way You Are	Pop	2010	80.0
DJ Got Us Fallin' In Love (feat. Pitbull)	Pop	2010	78.0
Baby	Pop	2010	76.0
Raise Your Glass	Pop	2010	76.0
Danza Kuduro	Pop	2010	75.0
On Melancholy Hill	Pop	2010	75.0
Dynamite	Pop	2010	74.0
Moves Like Jagger - Studio Recording From The Voice Performance	Pop	2010	73.0
The Lazy Song	Pop	2010	73.0
Low (feat. T-Pain)	Pop	2008	79.0
Viva La Vida	Pop	2008	78.0
You're Gonna Go Far, Kid	Pop	2008	77.0
I'm Yours	Pop	2008	76.5
Use Somebody	Pop	2008	75.0
Just Dance	Pop	2008	73.0
TRUE - Single Edit	Pop	2008	72.0
Halo	Pop	2008	71.5
Burnin' Up	Pop	2008	71.0
Love Will Tear Us Apart	Pop	2008	71.0
Yummy	Pop	2020	95.0
You should be sad	Pop	2020	86.0
Lose You To Love Me	Pop	2020	85.0
Rare	Pop	2020	84.25
Morado	Pop	2020	82.0
Godzilla (feat. Juice WRLD)	Pop	2020	79.0
Wrong Direction	Pop	2020	79.0
In Your Eyes (feat. Alida)	Pop	2020	74.0
What A Man Gotta Do	Pop	2020	73.0
Answer	Pop	2020	72.0
Beautiful Girls	Pop	2007	77.0
Bleeding Love	Pop	2007	77.0
Electric Feel	Pop	2007	77.0
Kids	Pop	2007	76.0
Thnks fr th Mmrs	Pop	2007	76.0
Girlfriend	Pop	2007	72.0
Irreplaceable	Pop	2007	72.0
Bubbly	Pop	2007	71.0
Misery Business	Pop	2007	71.0
Paper Planes	Pop	2007	71.0
Believe	Pop	1998	76.0
Always on My Mind	Pop	1998	70.0
One Week	Pop	1998	69.0
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio	Pop	1998	64.0
Boom, Boom, Boom, Boom!!	Pop	1998	62.0
Amor De Papel	Pop	1998	60.0
Don't Let the Sun Go Down on Me	Pop	1998	60.0
The Wild Boys	Pop	1998	54.0
We like to Party! (Six Flags)	Pop	1998	51.0
Enola Gay	Pop	1998	17.0
Wannabe	Pop	1996	79.0
Down Under	Pop	1996	73.0
La Calle De Las Sirenas	Pop	1996	68.0
Children	Pop	1996	67.0
Azúcar Amargo	Pop	1996	61.0
Bailando - Video Edit	Pop	1996	59.0
Jump	Pop	1996	56.0
Pepe	Pop	1996	52.0
This Is Your Night	Pop	1996	52.0
Tu Luz	Pop	1996	50.0
All Star	Pop	1999	79.0
...Baby One More Time	Pop	1999	75.0
Total Eclipse of the Heart	Pop	1999	74.0
Genie In a Bottle	Pop	1999	71.0
Manto Estelar	Pop	1999	65.0
No Dices Mas	Pop	1999	62.0
The Launch - Radio Edit	Pop	1999	53.0
Back in My Life	Pop	1999	45.0
Quisiera Adivinar	Pop	1999	34.0
No Hay Palabras	Pop	1999	23.0
Fireflies	Pop	2009	78.0
Party In The U.S.A.	Pop	2009	78.0
Down	Pop	2009	76.0
Secrets	Pop	2009	76.0
21 Guns	Pop	2009	75.0
You Found Me	Pop	2009	74.0
Intro	Pop	2009	72.0
Replay	Pop	2009	72.0
The Climb	Pop	2009	72.0
Like a Prayer	Pop	2009	71.0
What Is Love	Pop	1993	70.0
(I Just) Died In Your Arms	Pop	1993	68.0
The Sign	Pop	1993	68.0
More And More - Single Version	Pop	1993	60.0
Mr. Vain	Pop	1993	54.0
Got to Get It	Pop	1993	48.0
Rock My Heart - Radio Mix	Pop	1993	44.0
Gangsta's Paradise	Pop	1995	80.0
Ironic - 2015 Remaster	Pop	1995	70.0
Hardcore Vibes	Pop	1995	57.0
Scatman's World	Pop	1995	54.0
The Bomb (These Sounds Fall Into My Mind)	Pop	1995	50.0
Think of You - Radio Edit	Pop	1995	50.0
Dub-I-Dub	Pop	1995	49.0
Run Away	Pop	1995	49.0
Come and Get Your Love - Radio Edit	Pop	1995	41.0
Self Control	Pop	1995	40.0
Losing My Religion	Pop	1991	81.0
Big in Japan - Best of-Version	Pop	1991	57.0
The Sparrows And The Nightingales	Pop	1991	46.0
Rhythm Is A Dancer - 12'' Version	Pop	1991	12.0
Love Me To The End	Pop	1991	0.0
Love to Hate You	Pop	1991	0.0
Metalhammer	Pop	1991	0.0
Yellow	Pop	2000	81.0
Oops!...I Did It Again	Pop	2000	76.0
Up & Down	Pop	2000	61.0
We’re Going to Ibiza!	Pop	2000	60.0
Too Young	Pop	2000	57.0
Will I Ever	Pop	2000	49.0
Marian - Version	Pop	2000	9.0
Around the World (La La La La La) - Radio Version	Pop	2000	5.0
Another Night	Pop	2000	2.0
Basket Case	Pop	1994	79.0
Dreams (Will Come Alive)	Pop	1994	61.0
Get A Way	Pop	1994	60.0
Think About The Way	Pop	1994	59.0
Baby Baby	Pop	1994	55.0
Never Alone	Pop	1994	55.0
Here I Go Again	Pop	1994	53.0
Run To Me	Pop	1994	53.0
Happy People (feat. Marky Mark)	Pop	1994	50.0
No More (I Can't Stand It)	Pop	1994	48.0
"Rhythm Is A Dancer - 7"" Edit"	Pop	1992	67.0
Rhythm Is A Dancer	Pop	1992	57.0
I Melt With You	Pop	1992	46.0
If I Ever Fall In Love	Pop	1992	32.0
Celebration	Pop	1992	27.0
Sing Hallelujah!	Pop	1992	21.0
Around the World	Pop	1997	70.0
Gettin' Jiggy Wit It	Pop	1997	70.0
Beds Are Burning - Remastered	Pop	1997	63.0
I Want You Back - Radio Edit	Pop	1997	54.0
No Puedo Estar Sin Ti	Pop	1997	49.0
Take Me Home, Country Roads - Rerecorded	Pop	1997	44.0
My Oh My	Pop	1997	43.0
It's My Life	Pop	1997	41.0
A Donde	Pop	1997	30.0
Such a Shame	Pop	1997	30.0
I Want It That Way	Pop	2001	76.0
Island In The Sun	Pop	2001	75.0
Don't Stop Believin'	Pop	2001	74.0
One More Time	Pop	2001	74.0
Whenever, Wherever	Pop	2001	71.0
Harder, Better, Faster, Stronger	Pop	2001	70.0
Piano Man	Pop	2001	70.0
Uptown Girl	Pop	2001	68.0
Get the Party Started	Pop	2001	66.0
You Make My Dreams - Remastered	Pop	2001	66.0
Big Girls Don't Cry (Personal)	Pop	2006	74.0
Waiting On the World to Change	Pop	2006	74.0
Who Knew	Pop	2006	69.0
Wicked Game	Pop	2006	69.0
Grace Kelly	Pop	2006	67.0
Our Song	Pop	2006	61.0
Rosa Pastel	Pop	2006	61.0
Enjoy the Silence	Pop	2006	58.0
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version"	Pop	2006	58.0
Por Ti	Pop	2006	57.0
The Scientist	Pop	2002	83.0
She Will Be Loved - Radio Mix	Pop	2002	80.0
Complicated	Pop	2002	77.0
A Thousand Miles	Pop	2002	76.0
This Love	Pop	2002	76.0
Clocks	Pop	2002	75.0
Cry Me a River	Pop	2002	74.0
In My Place	Pop	2002	70.0
Mad World (Feat. Michael Andrews)	Pop	2002	70.0
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix	Pop	2002	65.0
Toxic	Pop	2003	78.0
I'm Gonna Be (500 Miles)	Pop	2003	74.0
Stacy's Mom	Pop	2003	73.0
Crazy In Love (feat. Jay-Z)	Pop	2003	69.0
All Out of Love	Pop	2003	64.0
Go West - 2003 Remaster	Pop	2003	63.0
12:51	Pop	2003	61.0
Tell It to My Heart	Pop	2003	56.0
Tus Ojos	Pop	2003	56.0
Come Clean	Pop	2003	55.0
Fix You	Pop	2005	81.0
Hey There Delilah	Pop	2005	80.0
Hips Don't Lie (feat. Wyclef Jean)	Pop	2005	80.0
Bad Day	Pop	2005	76.0
Ridin'	Pop	2005	69.0
Ni Tú Ni Nadie	Pop	2005	68.0
Don't Cha	Pop	2005	66.0
Just the Girl	Pop	2005	59.0
God Is a DJ	Pop	2005	57.0
Hard to Say I'm Sorry / Get Away - 2005 Remaster	Pop	2005	49.0
Thunderstruck	Pop	1990	81.0
Cherry Pie	Pop	1990	62.5
I Promised Myself	Pop	1990	61.0
The Power	Pop	1990	59.0
Such a Shame	Pop	1990	57.0
Vogue - Edit	Pop	1990	51.0
Always The Sun - Sunny Side Up Mix	Pop	1990	50.0
World In My Eyes - 2006 Remastered Version	Pop	1990	49.0
Manic Monday	Pop	1990	48.0
"""This Is Seagull…."""	Pop	1990	34.0
Yeah! (feat. Lil Jon & Ludacris)	Pop	2004	79.0
American Idiot	Pop	2004	78.0
Unwritten	Pop	2004	76.0
Take Me Out	Pop	2004	73.0
Beautiful Soul	Pop	2004	72.0
Because of You	Pop	2004	71.0
Somebody Told Me	Pop	2004	69.0
Since U Been Gone	Pop	2004	68.0
Walk Like an Egyptian	Pop	2004	63.0
Breakaway	Pop	2004	61.0
Fast Car	Pop	1988	77.0
Listen to Your Heart	Pop	1988	75.0
The Look	Pop	1988	72.0
A Little Respect - 2009 Remastered Version	Pop	1988	69.0
The Promise	Pop	1988	63.0
Headhunter V1.0	Pop	1988	42.0
Voice of Chunk	Pop	1988	35.0
Perfect Machine	Pop	1988	12.0
Running	Pop	1988	0.0
I Want to Know What Love Is - 1999 Remaster	Pop	1984	77.0
Can't Fight This Feeling	Pop	1984	73.0
We're Not Gonna Take It	Pop	1984	73.0
We Belong	Pop	1984	66.0
Big in Japan	Pop	1984	65.0
"Rasputin - 7"" Version"	Pop	1984	59.0
Material Girl	Pop	1984	54.0
Tinseltown in the Rain	Pop	1984	54.0
Sounds Like a Melody	Pop	1984	53.0
Song To The Siren (Remastered)	Pop	1984	51.0
Beat It - Single Version	Pop	1982	77.0
Hungry Like the Wolf - 2009 Remaster	Pop	1982	71.0
Rio - 2009 Remaster	Pop	1982	61.0
Shadows Of The Night	Pop	1982	55.0
Let Me Go	Pop	1982	44.0
Leave in Silence - 2006 Remaster	Pop	1982	30.0
Heat Of The Moment	Pop	1982	8.0
Hooked on a Feeling	Pop	1973	75.0
Boys Don't Cry	Pop	1979	73.0
Escape (The Pina Colada Song)	Pop	1979	71.0
Don't Bring Me Down	Pop	1979	70.0
Are 'Friends' Electric?	Pop	1979	51.0
Godzilla	Pop	1977	62.0
Don't You Want Me	Pop	1981	74.0
Just Can't Get Enough	Pop	1981	71.0
Juke Box Hero	Pop	1981	67.0
Working for the Weekend	Pop	1981	66.0
Souvenir - Remastered 2003	Pop	1981	54.0
Love Song	Pop	1981	42.0
Photographic	Pop	1981	40.0
Georgia - 2003 Digital Remaster	Pop	1981	32.0
Bedsitter	Pop	1981	18.0
Light in Darkness	Pop	1981	16.0
Sweet Home Alabama	Pop	1974	27.0
Immigrant Song - Remaster	Pop	1970	77.0
More Than a Feeling	Pop	1976	78.0
Carry on Wayward Son	Pop	1976	74.0
Sweet Child O' Mine	Pop	1987	82.0
With Or Without You - Remastered	Pop	1987	79.0
Welcome To The Jungle	Pop	1987	78.0
Faith - Remastered	Pop	1987	75.0
Pour Some Sugar On Me - Remastered 2017	Pop	1987	74.0
Never Gonna Give You Up	Pop	1987	66.0
The One I Love - Remastered	Pop	1987	63.0
It's a Sin - 2001 Remaster	Pop	1987	38.0
Poem Without Words 2 - Journey By Night	Pop	1987	37.0
My Bag	Pop	1987	32.0
Don't Stop Me Now - 2011 Mix	Pop	1978	75.0
Hold the Line	Pop	1978	75.0
You Really Got Me - 2015 Remaster	Pop	1978	64.0
Moving in Stereo	Pop	1978	56.0
One Way Or Another	Pop	1978	55.0
Metropolis - 2009 Remastered Version	Pop	1978	36.0
This Island Earth	Pop	1978	15.0
Fortunate Son	Pop	1969	80.0
Kiss	Pop	1986	73.0
(I Just) Died In Your Arms	Pop	1986	71.0
Bizarre Love Triangle	Pop	1986	67.0
West End Girls - 2001 Remaster	Pop	1986	58.0
Livin' On A Prayer	Pop	1986	24.0
You Give Love A Bad Name	Pop	1986	16.0
The Lady In Red	Pop	1986	14.0
Venus	Pop	1986	6.0
Sunday Morning	Pop	1986	1.0
Away	Pop	1986	0.0
Back In Black	Pop	1980	83.0
You Shook Me All Night Long	Pop	1980	78.0
Any Way You Want It	Pop	1980	71.0
Video Killed The Radio Star	Pop	1980	70.0
Rebel, Rebel	Pop	1980	18.0
Johnny And Mary	Pop	1980	6.0
Sweet Dreams (Are Made of This) - Remastered	Pop	1983	81.0
Girls Just Want to Have Fun	Pop	1983	76.0
Separate Ways (Worlds Apart)	Pop	1983	67.0
Karma Chameleon	Pop	1983	64.0
Here Comes the Rain Again - Remastered Version	Pop	1983	62.0
Send Me An Angel	Pop	1983	55.0
Terra Titanic	Pop	1983	49.0
Solidarity	Pop	1983	33.0
Telegraph	Pop	1983	33.0
Get The Balance Right! - Combination Mix	Pop	1983	24.0
Take on Me	Pop	1985	83.0
Your Love	Pop	1985	70.0
Just the Two of Us (feat. Bill Withers)	Pop	1985	66.0
Broken Wings	Pop	1985	65.0
Gimme Gimme Gimme (with Patti Austin)	Pop	1985	46.0
Brothers In Arms	Pop	1985	24.0
You Spin Me Round (Like a Record)	Pop	1985	17.0
Everybody Wants To Rule The World - Extended Version	Pop	1985	2.0
Right Here Waiting	Pop	1989	75.0
If I Could Turn Back Time	Pop	1989	72.0
Jump (For My Love)	Pop	1989	63.0
Major Tom - Coming Home	Pop	1989	58.0
No me importa nada	Pop	1989	56.0
So Alive	Pop	1989	52.0
Vagabonds	Pop	1989	43.0
Somebody	Pop	1989	32.0
Something Good	Pop	1989	23.0
Golden Dreams	Pop	1989	0.0
On the Road Again - Live	Pop	1975	51.0
The Box	Rap	2019	98.0
Tusa	Rap	2019	98.0
HIGHEST IN THE ROOM	Rap	2019	94.0
BOP	Rap	2019	93.0
Vete	Rap	2019	93.0
Bandit (with YoungBoy Never Broke Again)	Rap	2019	92.0
Fantasias	Rap	2019	92.0
No Idea	Rap	2019	92.0
Ayy Macarena	Rap	2019	91.0
Futsal Shuffle 2020	Rap	2019	91.0
Falling	Rap	2018	97.0
rockstar (feat. 21 Savage)	Rap	2018	88.0
SAD!	Rap	2018	87.0
SICKO MODE	Rap	2018	87.0
Going Bad (feat. Drake)	Rap	2018	85.0
Murder On My Mind	Rap	2018	85.0
Swervin (feat. 6ix9ine)	Rap	2018	85.0
Drip Too Hard (Lil Baby & Gunna)	Rap	2018	84.0
Falling Down - Bonus Track	Rap	2018	83.0
MIA (feat. Drake)	Rap	2018	83.0
Jocelyn Flores	Rap	2017	86.0
Fuck Love (feat. Trippie Redd)	Rap	2017	84.0
Ric Flair Drip (& Metro Boomin)	Rap	2017	81.0
LOVE. FEAT. ZACARI.	Rap	2017	80.0
Save That Shit	Rap	2017	80.0
DNA.	Rap	2017	79.0
Look At Me!	Rap	2017	79.0
Kraazy	Rap	2017	78.0
Bad and Boujee (feat. Lil Uzi Vert)	Rap	2017	77.0
Crew (feat. Brent Faiyaz & Shy Glizzy)	Rap	2017	76.0
goosebumps	Rap	2016	86.0
Closer (feat. Halsey)	Rap	2016	85.0
Don't Let Me Down	Rap	2016	81.0
This Is What You Came For	Rap	2016	79.0
Work from Home (feat. Ty Dolla $ign)	Rap	2016	78.0
Broken	Rap	2016	77.0
Chill Bill (feat. J. Davi$ & Spooks)	Rap	2016	77.0
Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	Rap	2016	77.0
Money Longer	Rap	2016	76.0
No Problem (feat. Lil Wayne & 2 Chainz)	Rap	2016	74.0
No Role Modelz	Rap	2014	82.0
Hot N*gga	Rap	2014	74.0
I Mean It (feat. Remo)	Rap	2014	74.0
Collard Greens	Rap	2014	72.0
You & Me - Flume Remix	Rap	2014	72.0
7/11	Rap	2014	71.0
Trophies	Rap	2014	71.0
Post to Be (feat. Chris Brown & Jhene Aiko)	Rap	2014	70.0
Si Te Vienen a Contar	Rap	2014	70.0
Lifestyle	Rap	2014	69.0
Wild Ones (feat. Sia)	Rap	2012	76.0
Starships	Rap	2012	73.0
Jeremías 17-5	Rap	2012	68.0
Poetic Justice	Rap	2012	68.0
Backseat Freestyle	Rap	2012	67.0
Ayy Ladies	Rap	2012	66.0
Play Hard (feat. Ne-Yo & Akon)	Rap	2012	66.0
m.A.A.d city	Rap	2012	66.0
Love Sosa	Rap	2012	64.0
Party We Will Throw Now!	Rap	2012	64.0
Don't	Rap	2015	80.0
Exchange	Rap	2015	79.0
Antidote	Rap	2015	77.0
Kill Yourself (Part III)	Rap	2015	77.0
Weekend (feat. Miguel)	Rap	2015	77.0
Come Get Her	Rap	2015	76.0
679 (feat. Remy Boyz)	Rap	2015	75.0
Bitch Better Have My Money	Rap	2015	75.0
Paris	Rap	2015	75.0
Adventure of a Lifetime	Rap	2015	74.0
Black Skinhead	Rap	2013	75.0
Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)	Rap	2013	71.0
DJ Turn It Up	Rap	2013	69.0
23	Rap	2013	68.0
Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)	Rap	2013	65.0
Switch Lanes	Rap	2013	64.0
Harlem Shake	Rap	2013	62.0
I Luv This Shit	Rap	2013	61.0
Band Plays On	Rap	2013	59.0
We Own It (Fast & Furious)	Rap	2013	59.0
Ni**as In Paris	Rap	2011	77.0
The Motto	Rap	2011	73.0
No Church In The Wild	Rap	2011	70.0
Donald Trump	Rap	2011	68.0
Lotus Flower Bomb (feat. Miguel)	Rap	2011	67.0
Ima Boss (feat. Rick Ross)	Rap	2011	65.0
No Sleep	Rap	2011	65.0
Get Low featuring Ying Yang Twins	Rap	2011	64.0
On My Level (feat. Too $hort)	Rap	2011	64.0
Trouble On My Mind	Rap	2011	64.0
Best I Ever Had	Rap	2010	72.0
No Hands (feat. Roscoe Dash & Wale)	Rap	2010	69.33333333333333
Memories (feat. Kid Cudi)	Rap	2010	66.0
Hard in Da Paint	Rap	2010	65.0
My Chick Bad	Rap	2010	65.0
Grove St. Party (feat. Kebo Gotti)	Rap	2010	63.0
Over	Rap	2010	63.0
All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross	Rap	2010	62.0
I Got 5 On It	Rap	2010	60.0
Smile	Rap	2010	60.0
Low (feat. T-Pain)	Rap	2008	79.0
Whatever You Like	Rap	2008	74.0
Indestructible	Rap	2008	70.0
Mrs. Officer	Rap	2008	69.0
It Was A Good Day	Rap	2008	60.0
A Milli	Rap	2008	59.5
Lollipop	Rap	2008	58.5
Wreckonize - Remix Vocal	Rap	2008	58.0
Let The Beat Build	Rap	2008	56.0
Independent (feat. Lil' Boosie and Lil' Phat)	Rap	2008	55.0
Life Is Good (feat. Drake)	Rap	2020	93.0
Sum 2 Prove	Rap	2020	81.0
Good News	Rap	2020	80.0
20/20	Rap	2020	79.0
Godzilla (feat. Juice WRLD)	Rap	2020	79.0
La Playa - Remix	Rap	2020	79.0
Diamonds (with Normani)	Rap	2020	77.0
6AM.........	Rap	2020	76.0
Ich hol dich ab	Rap	2020	76.0
Darkness	Rap	2020	75.0
Buy U a Drank (Shawty Snappin')	Rap	2007	76.0
Changes	Rap	2007	72.0
The Way I Are	Rap	2007	72.0
Real Muthaphuckkin' G's	Rap	2007	69.0
Hypnotize - 2007 Remaster	Rap	2007	68.0
Hypnotized (feat. Akon)	Rap	2007	65.0
Superstar	Rap	2007	65.0
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster	Rap	2007	63.0
Juicy - 2007 Remaster	Rap	2007	62.0
Harder Than You Think	Rap	2007	61.0
Hard Knock Life (Ghetto Anthem)	Rap	1998	66.0
Back That Azz Up	Rap	1998	65.0
Hit 'Em Up - Single Version	Rap	1998	65.0
Rosa Parks	Rap	1998	63.0
Wanna Be A Baller	Rap	1998	63.0
SpottieOttieDopaliscious	Rap	1998	60.0
Can I Get A...	Rap	1998	58.0
Aquemini	Rap	1998	56.0
To Live & Die In L.A.	Rap	1998	53.0
We Can Freak It	Rap	1998	53.0
Ambitionz Az A Ridah	Rap	1996	77.0
All Eyez On Me	Rap	1996	75.0
If I Ruled the World (Imagine That) (feat. Lauryn Hill)	Rap	1996	68.0
Only God Can Judge Me	Rap	1996	68.0
ATLiens	Rap	1996	67.0
Hail Mary	Rap	1996	67.0
Hell on Earth (Front Lines)	Rap	1996	66.0
How Do You Want It	Rap	1996	66.0
All About U	Rap	1996	65.0
Can't C Me	Rap	1996	65.0
Sleep Now In the Fire	Rap	1999	66.0
Got Your Money (feat. Kelis)	Rap	1999	65.0
Still Not a Player (feat. Joe) - Radio Version	Rap	1999	65.0
Twinz (Deep Cover 98) (feat. Fat Joe)	Rap	1999	65.0
When I B On Tha Mic	Rap	1999	64.0
Hate Me Now (feat. Puff Daddy)	Rap	1999	62.0
Quiet Storm	Rap	1999	62.0
Bitch Please	Rap	1999	61.0
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster	Rap	1999	56.0
You Ain't a Killer	Rap	1999	55.0
Steady Mobbin	Rap	2009	65.0
Party and Bullshit - 2008 Remaster	Rap	2009	60.0
Ice Cream Paint Job	Rap	2009	56.0
Money To Blow - Street Version	Rap	2009	56.0
Some Cut (feat. Cutty)	Rap	2009	56.0
No Problem	Rap	2009	54.0
Still Not a Player (feat. Joe)	Rap	2009	52.0
Thug	Rap	2009	52.0
Wasted (feat. Plies)	Rap	2009	52.0
Halle Berry (She's Fine)	Rap	2009	48.0
Are You Gonna Go My Way	Rap	1993	72.0
C.R.E.A.M.	Rap	1993	72.0
Gin And Juice (feat. Dat Nigga Daz)	Rap	1993	72.0
Insane in the Brain	Rap	1993	70.0
Who Am I (What's My Name)?	Rap	1993	70.0
93 'Til Infinity	Rap	1993	68.0
Protect Ya Neck	Rap	1993	66.0
Wu-Tang Clan Aint Nuthing ta F' Wit	Rap	1993	66.0
Hip Hop Hooray	Rap	1993	64.0
Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)	Rap	1993	63.0
Gangsta's Paradise	Rap	1995	80.0
I Got 5 On It	Rap	1995	73.0
Shook Ones, Pt. II	Rap	1995	73.0
Survival of the Fittest	Rap	1995	68.0
Tha Crossroads	Rap	1995	67.0
Shimmy Shimmy Ya	Rap	1995	65.0
1st of Tha Month	Rap	1995	64.0
